timestamp,num_satellites,latitude,longitude,altitude,latitude_sigma,longitude_sigma,altitude_sigma,northing,easting,down,utm_zone
1422953135657571,10,51.760609,-1.261270,68.120803,2.358567,1.332002,3.991153,5735843.211462,619996.150174,-68.120803,30U
1422953135858152,10,51.760608,-1.261270,68.123608,2.358552,1.331797,3.990983,5735843.203529,619996.165523,-68.123608,30U
1422953136057914,10,51.760608,-1.261270,68.121180,2.358605,1.331903,3.991430,5735843.192902,619996.151229,-68.121180,30U
1422953136257983,10,51.760608,-1.261270,68.106205,2.358621,1.331810,3.991477,5735843.196011,619996.143676,-68.106205,30U
1422953136457504,10,51.760608,-1.261270,68.100429,2.358675,1.331786,3.991628,5735843.186436,619996.148972,-68.100429,30U
1422953136657895,10,51.760608,-1.261270,68.112527,2.358706,1.331717,3.991729,5735843.187083,619996.156085,-68.112527,30U
1422953136858091,10,51.760608,-1.261270,68.123619,2.358697,1.331668,3.991844,5735843.185331,619996.160606,-68.123619,30U
1422953137057866,10,51.760608,-1.261269,68.111817,2.358800,1.331683,3.992088,5735843.178106,619996.169640,-68.111817,30U
1422953137258025,10,51.760608,-1.261269,68.104794,2.358883,1.331798,3.992513,5735843.187864,619996.172426,-68.104794,30U
1422953137457648,10,51.760608,-1.261269,68.097642,2.358906,1.331736,3.992611,5735843.186484,619996.172629,-68.097642,30U
1422953137657908,10,51.760608,-1.261269,68.096385,2.359030,1.331840,3.993016,5735843.182260,619996.173356,-68.096385,30U
1422953137857773,10,51.760608,-1.261269,68.091199,2.359072,1.331768,3.993089,5735843.177152,619996.169023,-68.091199,30U
1422953138057776,10,51.760608,-1.261270,68.099897,2.358945,1.331611,3.993039,5735843.167988,619996.153360,-68.099897,30U
1422953138257686,10,51.760608,-1.261270,68.106129,2.359029,1.331634,3.993297,5735843.157437,619996.150446,-68.106129,30U
1422953138457658,10,51.760608,-1.261270,68.121846,2.359074,1.331579,3.993402,5735843.151080,619996.141305,-68.121846,30U
1422953138657619,10,51.760608,-1.261270,68.126568,2.359089,1.331635,3.993739,5735843.139577,619996.147203,-68.126568,30U
1422953138858065,10,51.760608,-1.261270,68.116823,2.359173,1.331665,3.994020,5735843.142531,619996.144486,-68.116823,30U
1422953139057645,10,51.760608,-1.261270,68.092744,2.359195,1.331546,3.994023,5735843.139345,619996.138078,-68.092744,30U
1422953139257943,10,51.760608,-1.261270,68.094124,2.359137,1.331474,3.994086,5735843.136745,619996.144030,-68.094124,30U
1422953139457560,10,51.760608,-1.261270,68.072465,2.359151,1.331437,3.994243,5735843.125983,619996.143228,-68.072465,30U
1422953139657849,10,51.760608,-1.261270,68.072385,2.359183,1.331349,3.994309,5735843.122747,619996.133769,-68.072385,30U
1422953139857763,10,51.760608,-1.261270,68.070831,2.359307,1.331524,3.994848,5735843.126321,619996.138888,-68.070831,30U
1422953140057818,10,51.760608,-1.261270,68.074949,2.359354,1.331524,3.995064,5735843.131971,619996.131004,-68.074949,30U
1422953140257769,10,51.760608,-1.261270,68.077850,2.359320,1.331285,3.994837,5735843.134529,619996.116425,-68.077850,30U
1422953140457685,10,51.760608,-1.261271,68.093796,2.359310,1.331233,3.994966,5735843.131850,619996.087908,-68.093796,30U
1422953140657826,10,51.760608,-1.261271,68.098538,2.359371,1.331326,3.995329,5735843.145061,619996.040552,-68.098538,30U
1422953140857927,10,51.760608,-1.261273,68.101479,2.359289,1.331612,3.996073,5735843.176268,619995.957553,-68.101479,30U
1422953141057871,10,51.760609,-1.261274,68.107969,2.359336,1.331611,3.996290,5735843.220783,619995.844642,-68.107969,30U
1422953141257839,10,51.760609,-1.261276,68.108751,2.359410,1.331870,3.997074,5735843.257957,619995.724142,-68.108751,30U
1422953141457362,10,51.760610,-1.261278,68.118572,2.359503,1.332233,3.998153,5735843.317715,619995.568014,-68.118572,30U
1422953141657715,10,51.760610,-1.261281,68.137350,2.359419,1.331492,3.996949,5735843.381959,619995.379800,-68.137350,30U
1422953141857891,10,51.760611,-1.261283,68.127356,2.359556,1.333035,4.000105,5735843.467801,619995.194361,-68.127356,30U
1422953142057761,10,51.760612,-1.261287,68.156490,2.359603,1.333035,4.000322,5735843.545991,619994.976632,-68.156490,30U
1422953142257659,10,51.760614,-1.261287,67.596507,2.428990,1.823329,5.021452,5735843.740272,619994.967030,-67.596507,30U
1422953142457703,10,51.760615,-1.261290,67.616877,2.428630,1.823351,5.020485,5735843.851680,619994.710420,-67.616877,30U
1422953142657838,10,51.760616,-1.261294,67.626260,2.428758,1.823485,5.020731,5735843.962692,619994.445407,-67.626260,30U
1422953142857575,10,51.760617,-1.261298,67.648873,2.428677,1.823302,5.020529,5735844.097163,619994.152243,-67.648873,30U
1422953143057781,10,51.760618,-1.261303,67.640066,2.428718,1.823247,5.020700,5735844.243748,619993.844837,-67.640066,30U
1422953143257787,10,51.760620,-1.261307,67.638038,2.429237,1.823083,5.022695,5735844.415902,619993.529015,-67.638038,30U
1422953143457169,10,51.760622,-1.261312,67.641146,2.428939,1.822982,5.021593,5735844.597089,619993.206591,-67.641146,30U
1422953143657700,10,51.760623,-1.261317,67.695738,2.429501,1.823103,5.023539,5735844.792432,619992.863998,-67.695738,30U
1422953143857188,10,51.760626,-1.261322,67.678502,2.429517,1.823017,5.023715,5735845.028638,619992.515185,-67.678502,30U
1422953144057710,10,51.760628,-1.261327,67.694286,2.429558,1.822962,5.023887,5735845.279087,619992.157720,-67.694286,30U
1422953144257781,9,51.760630,-1.261332,67.700315,2.430488,1.823002,5.027537,5735845.542981,619991.789936,-67.700315,30U
1422953144457220,9,51.760633,-1.261337,67.721769,2.429820,1.822938,5.024871,5735845.827268,619991.419397,-67.721769,30U
1422953144657716,9,51.760636,-1.261342,67.735636,2.429565,1.822721,5.023736,5735846.132766,619991.060861,-67.735636,30U
1422953144857899,9,51.760639,-1.261348,67.741422,2.430586,1.822807,5.027625,5735846.461729,619990.686004,-67.741422,30U
1422953145057891,9,51.760642,-1.261353,67.724003,2.430627,1.822753,5.027797,5735846.830415,619990.308816,-67.724003,30U
1422953145257855,9,51.760652,-1.261353,62.165240,2.135137,1.409044,3.883638,5735847.854259,619990.295372,-62.165240,30U
1422953145457787,9,51.760655,-1.261358,62.139060,2.135039,1.409042,3.883899,5735848.260938,619989.924419,-62.139060,30U
1422953145657825,9,51.760659,-1.261363,62.138533,2.132763,1.408741,3.878196,5735848.680831,619989.572343,-62.138533,30U
1422953145858212,9,51.760663,-1.261368,62.185185,2.133579,1.408618,3.880703,5735849.119058,619989.226360,-62.185185,30U
1422953146057889,8,51.760656,-1.261367,64.953503,2.663552,1.492696,5.217320,5735848.323836,619989.301050,-64.953503,30U
1422953146257925,9,51.760672,-1.261377,62.213560,2.147684,1.412016,3.910307,5735850.051143,619988.569368,-62.213560,30U
1422953146457919,10,51.760677,-1.261381,62.205951,2.142085,1.411261,3.895637,5735850.590976,619988.281842,-62.205951,30U
1422953146657898,9,51.760682,-1.261385,62.186350,2.141362,1.412027,3.888452,5735851.164613,619988.019383,-62.186350,30U
1422953146857724,9,51.760687,-1.261388,62.188357,2.142134,1.412809,3.886803,5735851.713263,619987.751212,-62.188357,30U
1422953147057674,9,51.760692,-1.261392,62.219171,2.142130,1.412795,3.886816,5735852.316707,619987.524223,-62.219171,30U
1422953147257974,9,51.760698,-1.261394,62.238669,2.147573,1.416287,3.889642,5735852.897480,619987.304396,-62.238669,30U
1422953147457758,8,51.760709,-1.261382,63.237725,4.506925,1.969439,6.189490,5735854.156313,619988.138332,-63.237725,30U
1422953147657848,8,51.760714,-1.261385,63.234544,4.507000,1.969793,6.190081,5735854.765924,619987.899209,-63.234544,30U
1422953147857721,8,51.760720,-1.261388,63.264736,4.508863,1.970996,6.194827,5735855.370839,619987.713705,-63.264736,30U
1422953148057775,8,51.760726,-1.261390,63.267466,4.508849,1.970737,6.194340,5735856.021932,619987.552709,-63.267466,30U
1422953148257815,8,51.760741,-1.261391,61.735511,2.993088,1.942702,3.988845,5735857.755998,619987.410784,-61.735511,30U
1422953148457758,8,51.760741,-1.261408,63.683627,3.188843,2.478201,4.977117,5735857.700583,619986.257795,-63.683627,30U
1422953148657925,7,51.760747,-1.261410,63.658115,3.193634,2.493837,4.977513,5735858.375796,619986.126440,-63.658115,30U
1422953148857914,6,51.760750,-1.261419,63.717916,3.316660,2.882332,4.967212,5735858.685687,619985.456235,-63.717916,30U
1422953149057656,6,51.760756,-1.261421,63.677550,3.317002,2.883516,4.969426,5735859.355287,619985.336362,-63.677550,30U
1422953149257022,5,51.760703,-1.261458,74.410239,6.680156,3.582032,10.703463,5735853.368790,619982.929515,-74.410239,30U
1422953149457500,6,51.761080,-1.260986,-13.806003,25.353361,21.393431,56.754276,5735896.156618,620014.498481,13.806003,30U
1422953149657673,6,51.761088,-1.260986,-14.111459,25.374897,21.410097,56.814255,5735896.944095,620014.448736,14.111459,30U
1422953149857812,5,51.761094,-1.260987,-14.409814,25.450724,21.498814,57.010689,5735897.694787,620014.371536,14.409814,30U
1422953150058251,5,51.760789,-1.261378,58.426517,3.378324,4.500916,7.024136,5735863.125855,619988.226437,-58.426517,30U
1422953150257716,5,51.760795,-1.261380,58.444549,3.377127,4.500184,7.021751,5735863.720849,619988.076027,-58.444549,30U
1422953150457631,6,51.760800,-1.261381,58.421619,3.367506,4.470211,7.002010,5735864.319923,619987.996484,-58.421619,30U
1422953150657762,4,51.760807,-1.261370,57.144356,3.451810,5.669693,8.760513,5735865.103618,619988.686513,-57.144356,30U
1422953150857387,5,51.760812,-1.261372,57.122178,3.365575,5.622714,8.569220,5735865.663441,619988.543588,-57.122178,30U
1422953151057853,4,51.760817,-1.261374,57.172439,3.365081,5.621323,8.568544,5735866.190520,619988.396723,-57.172439,30U
1422953151257705,3,51.760819,-1.261375,57.124922,3.365808,5.621648,8.570374,5735866.456187,619988.334300,-57.124922,30U
1422953151458100,4,51.760819,-1.261375,57.124922,3.365808,5.621648,8.570374,5735866.456187,619988.334300,-57.124922,30U
1422953151657918,5,51.760819,-1.261375,57.124922,3.365808,5.621648,8.570374,5735866.456187,619988.334300,-57.124922,30U
1422953151858086,5,51.760819,-1.261375,57.124922,3.365808,5.621648,8.570374,5735866.456187,619988.334300,-57.124922,30U
1422953152058196,5,51.760839,-1.261385,57.352740,3.358355,5.537929,8.453360,5735868.700219,619987.598032,-57.352740,30U
1422953152257927,6,51.760844,-1.261387,57.341244,3.358349,5.538070,8.453910,5735869.188289,619987.445157,-57.341244,30U
1422953152457792,5,51.760848,-1.261390,57.454565,3.357098,5.536486,8.451460,5735869.681300,619987.238728,-57.454565,30U
1422953152658062,5,51.760852,-1.261393,57.600113,3.347687,5.403204,8.255786,5735870.128313,619986.979859,-57.600113,30U
1422953152857652,5,51.760854,-1.261413,59.460500,3.280178,4.486286,6.905119,5735870.297604,619985.577440,-59.460500,30U
1422953153057905,5,51.760857,-1.261425,60.367587,3.288809,4.500886,6.940514,5735870.602460,619984.797201,-60.367587,30U
1422953153257689,5,51.760859,-1.261430,60.803574,3.388027,4.540588,7.158341,5735870.839206,619984.421676,-60.803574,30U
1422953153457850,5,51.760865,-1.261425,59.895645,3.387502,4.539554,7.158216,5735871.423886,619984.772821,-59.895645,30U
1422953153658007,5,51.760870,-1.261420,59.010124,3.300139,4.488894,6.944712,5735871.989557,619985.083745,-59.010124,30U
1422953153857535,5,51.760872,-1.261431,59.695735,3.349725,4.515686,7.063490,5735872.232886,619984.352221,-59.695735,30U
1422953154057596,5,51.760874,-1.261443,60.546833,3.324511,4.494982,6.993337,5735872.480450,619983.507672,-60.546833,30U
1422953154257793,5,51.760879,-1.261439,59.681675,3.323299,4.500127,6.975897,5735872.975930,619983.765585,-59.681675,30U
1422953154458073,5,51.760883,-1.261437,59.051593,3.313783,4.485580,6.946024,5735873.408213,619983.884888,-59.051593,30U
1422953154657779,6,51.760886,-1.261442,59.166205,3.313801,4.487047,6.948712,5735873.745204,619983.501719,-59.166205,30U
1422953154857756,7,51.760889,-1.261445,58.913142,3.314925,4.487671,6.951792,5735874.091790,619983.319208,-58.913142,30U
1422953155057846,6,51.760891,-1.261449,58.826037,3.339374,4.492303,7.001761,5735874.373390,619983.057068,-58.826037,30U
1422953155257853,6,51.760894,-1.261452,58.585469,3.327466,4.379727,6.938166,5735874.659160,619982.830678,-58.585469,30U
1422953155457764,7,51.760850,-1.261520,70.319593,11.957421,9.333404,25.522057,5735869.697512,619978.234695,-70.319593,30U
1422953155657798,7,51.760854,-1.261524,70.048982,8.223396,5.168095,17.002157,5735870.101264,619977.920876,-70.048982,30U
1422953155857877,6,51.760841,-1.261550,73.662426,8.243459,5.194169,17.048973,5735868.605222,619976.199339,-73.662426,30U
1422953156057870,6,51.760844,-1.261553,73.432434,8.237759,5.190536,17.043100,5735868.956252,619975.969325,-73.432434,30U
1422953156257805,7,51.760849,-1.261552,72.258674,7.861870,4.781302,15.703841,5735869.508168,619976.065757,-72.258674,30U
1422953156458087,6,51.760858,-1.261543,69.800588,6.703725,3.375307,11.171003,5735870.532116,619976.629190,-69.800588,30U
1422953156657958,6,51.760864,-1.261540,68.352670,6.696599,3.371897,11.164740,5735871.204988,619976.842717,-68.352670,30U
1422953156858015,6,51.760865,-1.261544,68.255189,6.703901,3.384597,11.228092,5735871.247011,619976.551034,-68.255189,30U
1422953157058067,6,51.760862,-1.261553,69.199202,6.697952,3.375774,11.206681,5735870.983659,619975.948487,-69.199202,30U
1422953157258017,6,51.760865,-1.261555,68.833415,6.701525,3.383750,11.233571,5735871.284931,619975.778317,-68.833415,30U
1422953157457942,6,51.760865,-1.261560,69.369246,6.697011,3.382970,11.227407,5735871.233887,619975.434233,-69.369246,30U
1422953157658003,6,51.760865,-1.261564,69.085771,6.677501,3.359577,11.168056,5735871.281577,619975.142555,-69.085771,30U
1422953157857854,6,51.760880,-1.261549,64.642726,6.672442,3.357309,11.163470,5735872.941402,619976.144558,-64.642726,30U
1422953158058064,6,51.760874,-1.261561,66.755233,6.738976,3.447086,11.467473,5735872.235943,619975.362410,-66.755233,30U
1422953158258012,6,51.760878,-1.261557,65.355125,6.936799,3.701687,12.308634,5735872.716770,619975.579112,-65.355125,30U
1422953158458176,6,51.760879,-1.261560,64.996400,6.810285,3.545005,11.794613,5735872.772419,619975.413726,-64.996400,30U
1422953158657858,7,51.760879,-1.261562,64.772513,6.683144,3.380277,11.260560,5735872.840361,619975.273953,-64.772513,30U
1422953158858029,7,51.760877,-1.261566,65.086091,6.671862,3.369695,11.228388,5735872.619770,619974.997505,-65.086091,30U
1422953159058058,7,51.760867,-1.261584,68.494031,6.667572,3.366931,11.224551,5735871.387258,619973.809605,-68.494031,30U
1422953159258049,7,51.760868,-1.261585,68.674258,5.881311,3.024858,10.181276,5735871.582450,619973.678206,-68.674258,30U
1422953159458078,7,51.760863,-1.261596,70.622799,5.900673,3.061953,10.311546,5735870.916758,619972.939231,-70.622799,30U
1422953159658038,7,51.760872,-1.261585,67.097798,4.546586,2.521046,8.700624,5735871.947134,619973.706891,-67.097798,30U
1422953159858116,7,51.760878,-1.261583,66.083158,2.906147,1.734519,6.368738,5735872.703866,619973.807334,-66.083158,30U
1422953160058188,7,51.760879,-1.261586,66.000194,2.906122,1.734487,6.368712,5735872.752329,619973.595204,-66.000194,30U
1422953160257984,7,51.760877,-1.261590,66.634758,2.871804,1.701844,6.253793,5735872.556237,619973.362027,-66.634758,30U
1422953160457972,7,51.760879,-1.261588,65.689641,2.869014,1.695654,6.231414,5735872.777934,619973.443100,-65.689641,30U
1422953160657981,8,51.760875,-1.261594,66.941724,2.869426,1.696120,6.233148,5735872.317215,619973.092381,-66.941724,30U
1422953160858108,8,51.760873,-1.261600,67.421315,2.860220,1.690214,6.217941,5735872.087330,619972.681787,-67.421315,30U
1422953161058004,8,51.760878,-1.261599,66.927223,2.860191,1.690189,6.217886,5735872.676841,619972.723268,-66.927223,30U
1422953161257987,8,51.760878,-1.261602,67.058319,2.841018,1.674220,6.144176,5735872.647963,619972.517568,-67.058319,30U
1422953161458064,8,51.760876,-1.261605,67.619003,2.837941,1.673114,6.141086,5735872.429491,619972.317060,-67.619003,30U
1422953161657959,8,51.760876,-1.261603,66.820924,2.819705,1.651032,6.026935,5735872.416757,619972.429444,-66.820924,30U
1422953161857287,8,51.760879,-1.261602,66.487973,2.836880,1.580264,5.557356,5735872.743310,619972.476629,-66.487973,30U
1422953162057681,8,51.760878,-1.261606,66.998116,2.836858,1.580262,5.557303,5735872.649469,619972.245003,-66.998116,30U
1422953162257866,8,51.760876,-1.261605,66.504298,2.820676,1.561046,5.453474,5735872.425964,619972.288562,-66.504298,30U
1422953162457910,8,51.760877,-1.261602,65.116875,2.816992,1.559350,5.450678,5735872.491038,619972.480163,-65.116875,30U
1422953162658008,8,51.760876,-1.261604,65.782748,2.818501,1.557679,5.439632,5735872.367018,619972.367596,-65.782748,30U
1422953162858262,8,51.760873,-1.261607,66.623883,2.818216,1.552833,5.411862,5735872.065092,619972.172641,-66.623883,30U
1422953163058139,8,51.760875,-1.261603,65.672125,2.818195,1.552837,5.411808,5735872.318629,619972.409916,-65.672125,30U
1422953163257965,8,51.760875,-1.261602,65.228803,2.816556,1.551882,5.405119,5735872.294186,619972.527632,-65.228803,30U
1422953163457989,9,51.760875,-1.261602,65.080745,2.733787,1.539306,5.239917,5735872.308064,619972.488178,-65.080745,30U
1422953163657860,9,51.760875,-1.261601,64.866729,2.731679,1.537803,5.237887,5735872.260041,619972.569304,-64.866729,30U
1422953163858134,9,51.760872,-1.261602,64.977012,2.728895,1.535576,5.229214,5735871.915324,619972.491205,-64.977012,30U
1422953164057936,9,51.760872,-1.261604,65.375913,2.728877,1.535578,5.229170,5735871.996417,619972.380589,-65.375913,30U
1422953164258035,9,51.760874,-1.261603,65.097281,2.572639,1.512503,4.857812,5735872.135731,619972.463708,-65.097281,30U
1422953164457963,9,51.760876,-1.261602,64.265973,2.285584,1.475643,4.155454,5735872.452975,619972.488384,-64.265973,30U
1422953164657901,9,51.760877,-1.261602,63.994292,2.288557,1.474615,4.157648,5735872.503063,619972.504859,-63.994292,30U
1422953164857928,9,51.760880,-1.261606,64.308600,2.278633,1.472188,4.149947,5735872.857132,619972.245224,-64.308600,30U
1422953165058094,9,51.760882,-1.261609,63.227748,2.278631,1.472174,4.149958,5735873.103381,619972.023158,-63.227748,30U
1422953165257949,9,51.760883,-1.261609,63.107115,2.292698,1.470861,4.157827,5735873.191774,619972.000414,-63.107115,30U
1422953165457866,9,51.760881,-1.261609,63.935054,2.269693,1.467142,4.129418,5735872.920706,619972.018433,-63.935054,30U
1422953165657874,9,51.760879,-1.261608,63.904259,2.262431,1.464845,4.111140,5735872.770762,619972.119248,-63.904259,30U
1422953165857814,9,51.760878,-1.261609,63.947447,2.259289,1.463157,4.103124,5735872.627804,619972.045395,-63.947447,30U
1422953166057732,9,51.760878,-1.261608,63.853046,2.259287,1.463143,4.103137,5735872.657287,619972.113713,-63.853046,30U
1422953166258019,9,51.760877,-1.261605,63.755873,2.251345,1.459338,4.089163,5735872.519318,619972.279482,-63.755873,30U
1422953166457853,9,51.760877,-1.261605,63.622816,2.246811,1.457674,4.076254,5735872.457885,619972.268266,-63.622816,30U
1422953166657811,9,51.760877,-1.261607,63.336689,2.245323,1.456998,4.075422,5735872.516311,619972.154736,-63.336689,30U
1422953166857868,9,51.760876,-1.261606,63.561459,2.244606,1.456004,4.069332,5735872.428683,619972.215557,-63.561459,30U
1422953167057789,9,51.760876,-1.261605,64.006886,2.241026,1.453775,4.061326,5735872.373006,619972.286210,-64.006886,30U
1422953167257815,9,51.760874,-1.261603,64.360300,2.235246,1.452517,4.057184,5735872.220233,619972.440161,-64.360300,30U
1422953167457564,9,51.760874,-1.261603,64.109781,2.233297,1.450891,4.051488,5735872.146153,619972.448811,-64.109781,30U
1422953167657407,9,51.760872,-1.261604,64.374981,2.229241,1.449212,4.044702,5735871.917123,619972.390292,-64.374981,30U
1422953167857771,9,51.760874,-1.261604,63.707737,2.226030,1.448152,4.038199,5735872.196694,619972.345802,-63.707737,30U
1422953168057941,9,51.760876,-1.261605,63.478350,2.244668,1.449134,4.066714,5735872.389330,619972.270982,-63.478350,30U
1422953168257832,9,51.760875,-1.261605,63.719583,2.253708,1.448883,4.092757,5735872.335153,619972.329159,-63.719583,30U
1422953168457854,9,51.760878,-1.261606,63.046515,2.240999,1.446247,4.084016,5735872.678114,619972.261753,-63.046515,30U
1422953168657567,9,51.760876,-1.261603,63.512416,2.246549,1.448370,4.106980,5735872.439616,619972.465942,-63.512416,30U
1422953168857795,9,51.760875,-1.261601,64.034530,2.249655,1.449143,4.098504,5735872.252826,619972.609700,-64.034530,30U
1422953169057959,9,51.760874,-1.261598,63.714018,2.249653,1.449128,4.098517,5735872.226614,619972.790600,-63.714018,30U
1422953169258229,9,51.760877,-1.261599,63.469710,2.197788,1.450420,4.053652,5735872.554490,619972.731449,-63.469710,30U
1422953169457932,9,51.760875,-1.261597,64.005509,2.177612,1.444501,3.995121,5735872.317783,619972.870876,-64.005509,30U
1422953169657680,9,51.760873,-1.261596,64.234490,2.177258,1.443934,3.995046,5735872.098584,619972.955210,-64.234490,30U
1422953169857779,9,51.760872,-1.261596,64.788385,2.174532,1.441876,3.985085,5735872.021865,619972.962321,-64.788385,30U
1422953170058135,9,51.760872,-1.261596,65.098380,2.174529,1.441860,3.985099,5735872.022838,619972.962029,-65.098380,30U
1422953170257933,9,51.760872,-1.261595,65.107674,2.170557,1.439575,3.974309,5735871.988449,619973.015542,-65.107674,30U
1422953170457778,9,51.760871,-1.261594,65.558745,2.169322,1.437904,3.968955,5735871.817821,619973.086893,-65.558745,30U
1422953170657968,9,51.760870,-1.261593,65.708428,2.167936,1.438341,3.972979,5735871.760089,619973.133692,-65.708428,30U
1422953170857762,9,51.760870,-1.261593,65.502062,2.167022,1.437782,3.972441,5735871.780020,619973.145236,-65.502062,30U
1422953171057857,9,51.760871,-1.261593,65.323427,2.167018,1.437766,3.972455,5735871.848225,619973.161800,-65.323427,30U
1422953171257808,9,51.760871,-1.261592,65.169143,2.164169,1.435666,3.966290,5735871.891991,619973.244538,-65.169143,30U
1422953171457956,9,51.760871,-1.261592,65.246080,2.163202,1.434580,3.961438,5735871.919824,619973.220279,-65.246080,30U
1422953171658096,9,51.760871,-1.261591,65.480220,2.161122,1.432461,3.954009,5735871.850265,619973.265206,-65.480220,30U
1422953171858219,9,51.760870,-1.261591,65.777986,2.160451,1.433542,3.958544,5735871.768776,619973.264856,-65.777986,30U
1422953172057890,9,51.760870,-1.261591,65.944010,2.160448,1.433527,3.958558,5735871.769083,619973.298766,-65.944010,30U
1422953172257765,9,51.760871,-1.261590,65.681782,2.158821,1.430757,3.951687,5735871.852709,619973.336923,-65.681782,30U
1422953172457805,9,51.760870,-1.261589,65.686370,2.159500,1.431170,3.956336,5735871.795114,619973.401129,-65.686370,30U
1422953172657766,9,51.760869,-1.261589,66.055224,2.158380,1.430444,3.952211,5735871.677800,619973.438799,-66.055224,30U
1422953172857851,9,51.760870,-1.261588,65.656535,2.157116,1.430195,3.952945,5735871.738179,619973.486383,-65.656535,30U
1422953173058194,9,51.760869,-1.261587,65.849531,2.157112,1.430180,3.952958,5735871.607220,619973.554761,-65.849531,30U
1422953173258007,9,51.760869,-1.261587,65.752163,2.153842,1.425635,3.936410,5735871.603630,619973.579475,-65.752163,30U
1422953173457863,9,51.760868,-1.261586,65.923377,2.153348,1.426769,3.941905,5735871.531544,619973.604840,-65.923377,30U
1422953173658106,9,51.760868,-1.261587,66.004392,2.152859,1.425957,3.940281,5735871.532315,619973.583598,-66.004392,30U
1422953173858083,9,51.760868,-1.261587,65.974187,2.153624,1.425202,3.938747,5735871.574642,619973.589786,-65.974187,30U
1422953174057850,9,51.760868,-1.261588,65.912172,2.153620,1.425187,3.938760,5735871.584864,619973.526307,-65.912172,30U
1422953174258030,9,51.760868,-1.261588,66.040631,2.152089,1.424500,3.939735,5735871.561338,619973.474274,-66.040631,30U
1422953174458106,9,51.760869,-1.261589,66.085535,2.151576,1.424083,3.939747,5735871.603755,619973.404489,-66.085535,30U
1422953174657546,9,51.760870,-1.261590,65.996935,2.155918,1.424573,3.953024,5735871.731046,619973.326535,-65.996935,30U
1422953174857529,9,51.760870,-1.261592,66.058756,2.159400,1.425715,3.966500,5735871.752333,619973.223037,-66.058756,30U
1422953175057863,9,51.760869,-1.261593,66.242383,2.159396,1.425700,3.966512,5735871.692783,619973.115961,-66.242383,30U
